Dataset,RS,AT
monash_tourism_quarterly,1.2757055193438587,1.2729693762195453
monash_tourism_monthly,1.607660505712775,1.398992222659403
monash_m3_quarterly,1.1356587658227921,0.8362920837467221
monash_m3_monthly,0.7899761664004303,0.7742738608450066
monash_m1_monthly,0.8105980921105512,0.7995650907383391
monash_m1_quarterly,1.1871658103512952,0.9602340868767439
TrafficL,1.1518344502568303,1.1522709289625812
ECL,1.0787358686277837,1.077976925612137
