Dataset,RS,AT
monash_tourism_quarterly,1.3332748726104453,1.2132433286167557
monash_tourism_monthly,1.2239385121655029,1.4227065214966026
monash_m3_quarterly,0.8762136908912826,0.8213665772634202
monash_m3_monthly,0.7846352866331787,0.7855032181242831
monash_m1_monthly,0.8582917239351404,0.7897208857623108
monash_m1_quarterly,0.9602340868767439,0.9602340868767439
TrafficL,1.1522709289625812,1.159084411391825
ECL,1.067690229209218,1.077976925612137
