Dataset,RS,AT
monash_tourism_quarterly,1.3326252365291176,1.2444166039428235
monash_tourism_monthly,1.2239898259727116,1.1894044018761512
monash_m3_quarterly,0.8300567355559038,0.8036569394205616
monash_m3_monthly,0.7246242953338368,0.7246242953338368
monash_m1_monthly,0.7541128997607591,0.7422082941519572
monash_m1_quarterly,1.0899732716018569,1.1096317558297173
TrafficL,1.0397312966219074,1.0789265477460166
ECL,1.0664170543536406,1.0585670550987407
