Dataset,RS,AT
monash_tourism_quarterly,1.2705918813442256,1.241222859679913
monash_tourism_monthly,1.2527315601929372,1.199747980977709
monash_m3_quarterly,0.9205324830272305,0.84705426920188
monash_m3_monthly,0.7715218144599306,0.7673639365511147
monash_m1_monthly,0.7642525221139054,0.7621766604926671
monash_m1_quarterly,0.9147203453951513,0.8581065700019829
TrafficL,1.1734140706986638,1.125421677753253
ECL,1.101794884909695,1.0863242864765588
