Dataset,RS,AT
monash_tourism_quarterly,1.2238958298745035,1.1941987299245773
monash_tourism_monthly,1.2082275574714811,1.2231229509692654
monash_m3_quarterly,0.8221995681644331,0.8151316975267352
monash_m3_monthly,0.7556105677040833,0.7290575229867172
monash_m1_monthly,0.7427146066894782,0.7044553531268952
monash_m1_quarterly,0.8701425374174043,0.8312679531978115
TrafficL,1.0651428782214307,0.98600147417689
ECL,1.0796933040917116,1.0582942500685515
