Dataset,RS,AT
monash_tourism_quarterly,1.3325160422829323,1.2262765386704682
monash_tourism_monthly,1.275184897197358,1.2675444856097378
monash_m3_quarterly,0.8711980024799963,0.9005381631104522
monash_m3_monthly,0.7971457683664719,0.8004381824708612
monash_m1_monthly,0.9311084598181552,0.7988136578212618
monash_m1_quarterly,0.8991719340293547,0.8600748143962368
TrafficL,0.8782972986292905,1.2295799471476674
ECL,1.069282134082292,1.086670296697623
