Dataset,RS,AT
monash_tourism_quarterly,1.3326252365291176,1.2003276647788257
monash_tourism_monthly,1.2218674116095676,1.1894044018761512
monash_m3_quarterly,0.8300567355559038,0.7976367918842993
monash_m3_monthly,0.7669230421623525,0.7246242953338368
monash_m1_monthly,0.7564329925011426,0.7422082941519572
monash_m1_quarterly,1.048690634477727,1.0092206751003054
TrafficL,0.9012949574772878,0.9178388771847508
ECL,1.0607562174420893,1.0585670550987407
