Dataset,RS,AT
monash_tourism_quarterly,1.1941987299245773,1.1941987299245773
monash_tourism_monthly,1.190734308134421,1.2231229509692654
monash_m3_quarterly,0.8351378867081594,0.8269605240667894
monash_m3_monthly,0.7290575229867172,0.7290575229867172
monash_m1_monthly,0.7105062027403963,0.7304707363092897
monash_m1_quarterly,0.8476758962471354,0.8312679531978115
TrafficL,0.8820908724498944,0.98600147417689
ECL,1.077440708009863,1.0582942500685515
