Dataset,RS,AT
monash_tourism_quarterly,1.325470925985091,1.241222859679913
monash_tourism_monthly,1.3639340112842864,1.199747980977709
monash_m3_quarterly,0.8646845226921211,0.8521918927942481
monash_m3_monthly,0.8162162740154775,0.761081645935517
monash_m1_monthly,0.8292897994202727,0.7639402100780545
monash_m1_quarterly,1.0414548943055655,0.8581065700019829
TrafficL,1.2165301962127733,1.0897889148916837
ECL,1.0678783336258277,1.0463813857950874
