Dataset,RS,AT
monash_tourism_quarterly,1.2504551769714733,1.212368424534744
monash_tourism_monthly,1.1821855614070025,1.1983832285540859
monash_m3_quarterly,0.8730654870707296,0.8435684211551425
monash_m3_monthly,0.7657035625705313,0.7410463045459311
monash_m1_monthly,0.7481541330550058,0.7560697246914615
monash_m1_quarterly,1.1039667058629377,0.857086437690152
TrafficL,0.9580187107226609,0.9451036507418612
ECL,1.0594091778546924,1.0594091778546924
