Dataset,RS,AT
monash_tourism_quarterly,1.253562286371707,1.226367052606311
monash_tourism_monthly,1.1978502313981632,1.1978502313981632
monash_m3_quarterly,0.8082123335829983,0.7950005228594326
monash_m3_monthly,0.7308005672301973,0.7396459019255904
monash_m1_monthly,0.7746498285036596,0.7840699524772755
monash_m1_quarterly,1.023448196494062,1.0550615027068972
TrafficL,1.067449655422007,0.8644590249823293
ECL,1.0579588287039643,1.0562911875052887
