Dataset,RS,AT
monash_tourism_quarterly,3.071704301944093,1.226367052606311
monash_tourism_monthly,1.2560844281917978,1.224607602551317
monash_m3_quarterly,0.8778641927198285,0.8082123335829983
monash_m3_monthly,0.7339432563611855,0.7455643914594179
monash_m1_monthly,0.8751684995566983,0.7840699524772755
monash_m1_quarterly,1.0602405913062476,1.0523556767370985
TrafficL,1.0843289545502466,0.8644590249823293
ECL,1.0436390975195418,1.0512908060581698
