Dataset,RS,AT
monash_tourism_quarterly,1.2262765386704682,1.2603302189294465
monash_tourism_monthly,1.3847208947461171,1.2512048599615646
monash_m3_quarterly,0.852240836076175,0.8711980024799963
monash_m3_monthly,0.8012700102682885,0.8660323085853873
monash_m1_monthly,0.8012429296831439,0.7988136578212618
monash_m1_quarterly,0.8621072754985066,0.9100680027572682
TrafficL,0.8782972986292905,0.8769593734670994
ECL,1.1571647148130786,1.086670296697623
